,ID,none_sent,lm_sent,none_pred,LM_pred,true
9169,083369f5-f77a-41cf-a40a-39d64c0b5496,microsoft  excel  spreadsheet  application  has  a  working  word  completion  program  that  proposes  words  previously  typed  in  upper  cells ,"microsoft  excel  spreadsheet  application  has  a  working  word  completion  program  that  proposes  words  previously  typed  in  upper  cells microsoft corporation is an american multinational technology corporation producing computer software, consumer electronics, personal computers, and related services. headquartered at the microsoft campus in redmond, washington, microsoft's best-known software products are the windows line of operating systems, the microsoft office suite, and the internet explorer and edge web browsers.",B-CW I-CW B-CW O O O O O O O O O O O O O O O,B-CW I-CW O O O O O O O O O O O O O O O O,B-CW I-CW O O O O O O O O O O O O O O O O
101552,899950a5-610b-41c2-a1cd-71992e8aae97,núria  perpinyà  address ,"núria  perpinyà  address perpignan  is the prefecture of the pyrénées-orientales department in southern france, in the heart of the plain of roussillon, at the foot of the pyrenees a few kilometres from the mediterranean sea and the scrublands of the corbières massif. it is the centre of the perpignan méditerranée métropole metropolitan area.in 2016 perpignan had a population of 121,875  in the commune proper, and the metropolitan area had a total population of 268,577, making it the last major french city before the spanish border.",B-LOC I-LOC O,B-PER I-PER O,B-PER I-PER O
157928,eeb6e1e0-528d-4c21-a815-00d614ba465c,the  shas  list  is  headed  by  aryeh  deri  . ,"the  shas  list  is  headed  by  aryeh  deri  . aryeh makhlouf deri , also arie deri, arye deri, or arieh deri , is an israeli politician and one of the founders of the shas political party who served as the vice prime minister, minister of health, and minister of the interior and periphery under prime minister benjamin netanyahu from 2022 to 2023. previously he served as the minister of the interior, minister of the development of the negev and galilee, minister of the economy, as well as a member in the security cabinet of israel.",O O O O O O B-PER I-PER O,O B-GRP O O O O B-PER I-PER O,O B-GRP O O O O B-PER I-PER O
39248,94b0cc90-e6f9-4ab5-bc89-10487ce4e21f,he  joins  albert  belle  (  )  and  barry  bonds  (  )  as  the  only  major  league  players  since  1900  to  homer  14  times  in  a  span  of  15  games  . ,"he  joins  albert  belle  (  )  and  barry  bonds  (  )  as  the  only  major  league  players  since  1900  to  homer  14  times  in  a  span  of  15  games  . albert jojuan belle , known until 1990 as joey belle, is an american former major league baseball outfielder who played from 1989 to 2000, most notably for the cleveland indians. known for his violent temperament and intimidating stature, belle was one of the leading sluggers of his time, and in 1995 became the only player to ever hit 50 doubles and 50 home runs in a season.",O O B-PER I-PER O O O B-PER I-PER O O O O O B-CORP I-CORP O O O O O O O O O O O O O O,O O B-PER I-PER O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O,O O B-PER I-PER O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O
20528,d2e748b9-9be7-4410-a607-85059f2f1585,sears  roebuck  and  company  help  desk ,"sears  roebuck  and  company  help  desk sears, roebuck and co. , commonly known as sears, is an american chain of department stores founded in 1892 by richard warren sears and alvah curtis roebuck and reincorporated in 1906 by richard sears and julius rosenwald, with what began as a mail ordering catalog company migrating to opening retail locations in 1925, the first in chicago. in 2005, the company was bought by the management of the american big box discount chain kmart, which upon completion of the merger, formed sears holdings.",B-CORP I-CORP O O O O,B-CORP I-CORP I-CORP I-CORP O O,B-CORP I-CORP I-CORP I-CORP O O
18022,e52413d6-dc81-47aa-b3bb-846159b6bf96,sega  studios  usa  wiki ,"sega  studios  usa  wiki sega corporation is a japanese multinational video game and entertainment company headquartered in shinagawa, tokyo. its international branches, sega of america and sega europe, are headquartered in irvine, california and london, respectively. the united states of america , commonly known as the united states  or america, is a country primarily located in north america. it consists of 50 states, a federal district, five major unincorporated territories, nine minor outlying islands, and 326 indian reservations.",B-CORP I-CORP O O,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
44420,1c211f79-66b1-4833-a1df-fb1929844877,donald  trump  was  married  to  ivana  trump  from  1977  until  1992  and  to  marla  maples  from  1993  until  1999  . ,"donald  trump  was  married  to  ivana  trump  from  1977  until  1992  and  to  marla  maples  from  1993  until  1999  . trump most commonly refers to:donald trump , 45th president of the united states trump , any playing card given an ad-hoc high ranktrump may also refer to: donald john trump  is an american politician, media personality, and businessman who served as the 45th president of the united states from 2017 to 2021. trump graduated from the wharton school of the university of pennsylvania with a bachelor's degree in 1968.",O O O O O B-PER I-PER O O O O O O B-PER I-PER O O O O O,B-PER I-PER O O O B-PER I-PER O O O O O O B-PER I-PER O O O O O,B-PER I-PER O O O B-PER I-PER O O O O O O B-PER I-PER O O O O O
99505,1c64af51-43d2-487f-9d87-b0bfda3fcbd0,călmățuiu  fbi ,"călmățuiu  fbi călmățuiu is a commune in teleorman county, muntenia, romania. it is composed of four villages: bujoru, caravaneți, călmățuiu and nicolae bălcescu. the federal bureau of investigation  is the domestic intelligence and security service of the united states and its principal federal law enforcement agency. operating under the jurisdiction of the united states department of justice, the fbi is also a member of the u.s. intelligence community and reports to both the attorney general and the director of national intelligence.",B-GRP I-GRP,B-LOC O,B-LOC O
34629,fac3c54a-8c6a-4ad9-9ab2-f7d53127edd0,"she  was  the  jewellery  adviser  to  the  1944  film  of  henry  v  ,  starring  laurence  olivier  . ","she  was  the  jewellery  adviser  to  the  1944  film  of  henry  v  ,  starring  laurence  olivier  . henry v of england  was a king of england known for his  exploits in the hundred years' war. henry v may also refer to: laurence kerr olivier, baron olivier   was an english actor and director who, along with his contemporaries ralph richardson and john gielgud, was one of a trio of male actors who dominated the british stage of the mid-20th century. he also worked in films throughout his career, playing more than fifty cinema roles.",O O O O O O O O O B-CW I-CW I-CW O O B-PER I-PER O,O O O O O O O O O O B-CW I-CW O O B-PER I-PER O,O O O O O O O O O O B-CW I-CW O O B-PER I-PER O
154851,2dcb98cb-6190-4b9f-bf6b-dc79c8d158f2,"#  (love  is)  the  tender  trap  [  from  the  tender  trap  ]  (  sammy  cahn  ,  jimmy  van  heusen  )  2  :  58 ","#  (love  is)  the  tender  trap  [  from  the  tender  trap  ]  (  sammy  cahn  ,  jimmy  van  heusen  )  2  :  58 james van heusen  was an american composer. he wrote songs for films, television and theater, and won an emmy and four academy awards for best original song. samuel cohen , known professionally as sammy cahn, was an american lyricist, songwriter, and musician. he is best known for his romantic lyrics to films and broadway songs, as well as stand-alone songs premiered by recording companies in the greater los angeles area.",O B-CW I-CW I-CW I-CW I-CW O O O O O O O B-PER I-PER O B-PER I-PER I-PER O O O O,O B-CW I-CW I-CW I-CW I-CW O O B-CW I-CW I-CW O O B-PER I-PER O B-PER I-PER I-PER O O O O,O B-CW I-CW I-CW I-CW I-CW O O B-CW I-CW I-CW O O B-PER I-PER O B-PER I-PER I-PER O O O O
205262,0a9c46e4-50c4-495c-86d5-90a30887b23a,all  lyrics  written  by  ringo  sheena  and  all  tracks  arranged  by  tokyo  jihen  . ,"all  lyrics  written  by  ringo  sheena  and  all  tracks  arranged  by  tokyo  jihen  . yumiko shiina , known by her stage name ringo sheena , is a japanese singer, songwriter and musician. she is also the founder and lead vocalist of the band tokyo jihen. tokyo , officially the tokyo metropolis , is the capital and most populous city of japan. formerly known as edo, its metropolitan area  is the most populous in the world, with an estimated 37.468 million residents as of 2018; the city proper has a population of 13.99 million people.",O O O O B-PER I-PER O O O O O B-PER I-PER O,O O O O B-PER I-PER O O O O O B-GRP I-GRP O,O O O O B-PER I-PER O O O O O B-GRP I-GRP O
102527,7d30a275-3165-41aa-a75e-d0ab0bd5fec5,only  chiang  kai-shek  army  could  match  this  formidable  communist  force  . ,"only  chiang  kai-shek  army  could  match  this  formidable  communist  force  . chiang kai-shek , also known as chiang chung-cheng and jiang jieshi, was a chinese nationalist politician, revolutionary, and military leader who served as the leader of the republic of china  and the generalissimo from 1928 to his death in 1975 – until 1949 in mainland china and from then on in taiwan. after his rule was confined to taiwan following his defeat by mao zedong in the chinese civil war, he continued to lead the roc government until his death.",O B-GRP I-GRP I-GRP O O O O O O O,O B-PER I-PER O O O O O O O O,O B-PER I-PER O O O O O O O O
173726,348b6238-2027-4be9-9854-440039ea74e2,"it  was  constructed  with  a  $  10,000  grant  from  the  carnegie  corporation  of  new  york  . ","it  was  constructed  with  a  $  10,000  grant  from  the  carnegie  corporation  of  new  york  . the carnegie corporation of new york is a philanthropic fund established by andrew carnegie in 1911 to support education programs across the united states, and later the world. carnegie corporation has endowed or otherwise helped to establish institutions that include the united states national research council, what was then the russian research center at harvard university , the carnegie libraries and the children's television workshop.",O O O O O O O O O O B-GRP I-GRP O B-LOC I-LOC O,O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O,O O O O O O O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O
198219,80293a3f-54dc-4974-942a-f9cd3fe81c05,terry  jones  weight ,"terry  jones  weight terence graham parry jones  was a welsh comedian, director, historian, actor, writer and member of the monty python comedy team. after graduating from oxford university with a degree in english, jones and writing partner michael palin wrote and performed for several high-profile british comedy programmes, including do not adjust your set and the frost report, before creating monty python's flying circus with cambridge graduates graham chapman, john cleese, and eric idle and american animator-filmmaker terry gilliam.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
194483,c886c411-2da8-4036-8dcd-829da47fac1b,fireman  sam  was  first  broadcast  on  bbc  one  on  . ,"fireman  sam  was  first  broadcast  on  bbc  one  on  . the british broadcasting corporation  is the national broadcaster of the united kingdom, based at broadcasting house in london. it is the world's oldest national broadcaster, and the largest broadcaster in the world by number of employees, employing over 22,000 staff in total, of whom approximately 19,000 are in public-sector broadcasting.the bbc is established under a royal charter and operates under its agreement with the secretary of state for digital, culture, media and sport.",O O O O O O B-CORP I-CORP I-CORP O,B-CW I-CW O O O O B-CORP I-CORP O O,B-CW I-CW O O O O B-CORP I-CORP O O
78063,6c87bb8a-4052-4f8b-9184-2f3239999e19,"state  parks  in  lyons,  illinois ","state  parks  in  lyons,  illinois illinois  is a state in the midwestern united states. its largest metropolitan areas include the chicago metropolitan area, and the metro east section, of greater st. louis. lyon, also spelled in english as lyons, is the third-largest city and second-largest metropolitan area of france. it is located at the confluence of the rivers rhône and saône, to the northwest of the french alps, 391 km  southeast of paris, 278 km  north of marseille, 113 km  southwest of geneva, 50 km  northeast of saint-étienne.",O O O B-LOC B-LOC,O O O B-LOC I-LOC,O O O B-LOC I-LOC
144677,0d3067d7-aa49-4a2a-8085-f5aa6137b727,leading  broadcast  journalist  and  cnn  news  anchor  of  anderson  cooper  360°  . ,"leading  broadcast  journalist  and  cnn  news  anchor  of  anderson  cooper  360°  . cnn  is a multinational  cable news channel headquartered in atlanta, georgia, u.s. founded in 1980 by american media proprietor ted turner and reese schonfeld as a 24-hour cable news channel, and presently owned by the manhattan-based media conglomerate warner bros. anderson hays cooper  is an american broadcast journalist and political commentator from the vanderbilt family. he is the primary anchor of the cnn news broadcast show anderson cooper 360°.",O O O O B-CORP I-CORP O O B-CW I-CW I-CW O,O O O O B-CORP O O O B-CW I-CW I-CW O,O O O O B-CORP O O O B-CW I-CW I-CW O
37060,6f54e521-0bea-4ba7-88d0-7c9b25627485,he  attended  hotchkiss  school  and  graduated  from  yale  university  in  1908  . ,"he  attended  hotchkiss  school  and  graduated  from  yale  university  in  1908  . the hotchkiss school is a coeducational preparatory school in lakeville, connecticut, united states. hotchkiss is a member of the eight schools association and ten schools admissions organization. yale university is a private ivy league research university in new haven, connecticut. founded in 1701, yale is the third-oldest institution of higher education in the united states and one of the nine colonial colleges chartered before the american revolution.",O O B-LOC I-LOC O O O B-GRP I-GRP O O O,O O B-GRP I-GRP O O O B-GRP I-GRP O O O,O O B-GRP I-GRP O O O B-GRP I-GRP O O O
198150,b7330641-2511-4a3c-859f-e52f04adaef4,"tenderloin,  san  francisco  properties ","tenderloin,  san  francisco  properties san francisco , officially the city and county of san francisco, is the commercial, financial, and cultural center of northern california. the city proper is the fourth most populous in california, with 815,201 residents as of 2021, and covers a land area of 46.9 square miles , at the end of the san francisco peninsula, making it the second most densely populated large u.s. city after new york city and the fifth most densely populated u.s. county, behind only four of the five new york city boroughs.",B-LOC B-LOC I-LOC O,B-LOC I-LOC I-LOC O,B-LOC I-LOC I-LOC O
147695,9e24cec2-15cb-4f5f-a35a-528835716544,"root  vegetable  are  typically  ,  but  not  always  ,  sown  from  seed  ,  rather  than  transplanted  from  plugs  ,  where  they  are  to  mature  and  then  be  thinned  . ","root  vegetable  are  typically  ,  but  not  always  ,  sown  from  seed  ,  rather  than  transplanted  from  plugs  ,  where  they  are  to  mature  and  then  be  thinned  . in vascular plants, the roots are the organs of a plant that are modified to provide anchorage for the plant and take in water and nutrients into the plant body, which allows  plants to grow taller and faster. they are most often below the surface of the soil, but roots can also be aerial or aerating, that is, growing up above the ground or especially above water.",B-PROD I-PROD O O O O O O O O O B-PROD O O O O O O O O O O O O O O O O O,B-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PROD I-PROD O O O O O O O O O O O O O O O O O O O O O O O O O O O
1775,949f32db-eea8-4136-a475-14b04422408d,"population  in  horsforth,  west  yorkshire ","population  in  horsforth,  west  yorkshire west or occident is one of the four cardinal directions or points of the compass. it is the opposite direction from east and is the direction in which the sun sets on the earth. yorkshire , formally known as the county of york, is a historic county in northern england and the largest by area size in the united kingdom. because of its large area in comparison with other english counties, functions have been undertaken over time by its subdivisions, which have also been subject to periodic reform.",O O B-LOC B-LOC I-LOC,O O B-LOC I-LOC I-LOC,O O B-LOC I-LOC I-LOC
178466,5a7692d5-9742-4667-8de9-c8ddfa71b985,jharkhand  party  medicare ,"jharkhand  party  medicare jharkhand  is a state in eastern india. medicare may refer to several publicly funded health insurance programs:medicare ,  the publicly funded universal health care insurance scheme in australiamedicare card , a single plastic identity card used to identify individuals both inside and outside of the medicare schememedicare , an unofficial designation of health care system of canadamedicare , a federal health insurance program in the united states for older people and people with certain disabilities and diseases",B-GRP I-GRP B-CW,B-GRP I-GRP O,B-GRP I-GRP O
205527,e2ec9782-db7b-4508-8209-f0b4501432cc,dave  townsend  nutrition  facts ,"dave  townsend  nutrition  facts dave townsend is a british songwriter, lyricist, and singer, and was born in somerset, in south west england. aside from a solo career, he was also a vocalist for the alan parsons project, singing lead vocals on ""don't let it show"" on the album, i robot , and ""you won't be there"" from eve .townsend wrote the song ""miss you nights"" in 1974 while his girlfriend was away on holiday, and recorded it on an album for island records, but the label shelved the album and offered the songs to other artists as covers.",B-PER I-PER B-CW I-CW,B-PER I-PER O O,B-PER I-PER O O
186302,d0373d03-ae5a-4cf9-87d2-bb83662194e4,"it  's  one  the  most  expensive  single  music  video  in  india  and  is  shot  in  havana  ,  cuba  . ","it  's  one  the  most  expensive  single  music  video  in  india  and  is  shot  in  havana  ,  cuba  . cuba , officially the republic of cuba , is an island country comprising the island of cuba, as well as isla de la juventud and several minor archipelagos. cuba is located where the northern caribbean sea, gulf of mexico, and atlantic ocean meet. india, officially the republic of india , is a country in south asia. it is the seventh-largest country by area, the second-most populous country, and the most populous democracy in the world.",O O O O O O O B-CW I-CW O B-LOC O O O O B-LOC O B-LOC O,O O O O O O O O O O B-LOC O O O O B-LOC O B-LOC O,O O O O O O O O O O B-LOC O O O O B-LOC O B-LOC O
97385,3fb415b0-62bd-4974-966a-c6bb46aed550,"from  2014  until  2018  ,  he  was  the  president  of  lvmh  watchmaking  division  until  his  retirement  after  43  years  in  the  industry  . ","from  2014  until  2018  ,  he  was  the  president  of  lvmh  watchmaking  division  until  his  retirement  after  43  years  in  the  industry  . lvmh moët hennessy louis vuitton , commonly known as lvmh, is a european multinational holding and conglomerate specializing in luxury goods, headquartered in paris. the company was formed in 1987 through the merger of fashion house louis vuitton  with moët hennessy, which was established following the 1971 merger between the champagne producer moët & chandon  and the cognac producer hennessy .",O O O O O O O O O O B-CORP I-CORP O O O O O O O O O O O,O O O O O O O O O O B-CORP O O O O O O O O O O O O,O O O O O O O O O O B-CORP O O O O O O O O O O O O
214366,a9a6472b-e866-4558-b4b1-a41769d63269,the  spotted  salamander  is  the  state  amphibian  of  ohio  and  south  carolina  . ,"the  spotted  salamander  is  the  state  amphibian  of  ohio  and  south  carolina  . south carolina  is a state in the coastal southeastern region of the united states. it is bordered to the north by north carolina, to the southeast by the atlantic ocean, and to the southwest by georgia across the savannah river. ohio  is a state in the midwestern region of the united states. of the fifty u.s. states, it is the 34th-largest by area, and with a population of nearly 11.8 million, is the seventh-most populous and tenth-most densely populated.",O O O O O O O O B-LOC I-LOC I-LOC I-LOC O,O O O O O O O O B-LOC O B-LOC I-LOC O,O O O O O O O O B-LOC O B-LOC I-LOC O
56418,3f513e6f-57b0-4290-83a6-ecb2e4b3d238,ep  .  232  nene  leakes  the  real  housewives  of  atlanta ,"ep  .  232  nene  leakes  the  real  housewives  of  atlanta linnethia monique ""nene"" leakes  is an american television personality, actress, presenter, businesswoman, author, and fashion designer. she first rose to prominence after becoming the breakout star on bravo's reality television series, the real housewives of atlanta. atlanta  is the capital and most populous city of the u.s. state of georgia. it is the seat of fulton county, the most populous county in georgia, although a portion of the city extends into neighboring dekalb county.",O O O B-PER O B-CW I-CW I-CW I-CW I-CW,O O O B-PER I-PER B-CW I-CW I-CW I-CW I-CW,O O O B-PER I-PER B-CW I-CW I-CW I-CW I-CW
68488,7bddf308-c8b0-43e8-9d34-2fc502cfe5ea,essex  maryland  trip ,"essex  maryland  trip essex  is a county in the east of england. one of the home counties, it borders suffolk and cambridgeshire to the north, the north sea to the east, hertfordshire to the west, kent across the estuary of the river thames to the south, and greater london to the south and south-west. maryland  is a state in the mid-atlantic region of the united states. it shares borders with virginia, west virginia, and the district of columbia to its south and west; pennsylvania to its north; and delaware and the atlantic ocean to its east.",O B-LOC O,B-LOC I-LOC O,B-LOC I-LOC O
211043,7e1eb3d4-8856-45bd-8900-6636439c57d7,the  episodes  were  shown  again  on  bbc  one  days  later  . ,"the  episodes  were  shown  again  on  bbc  one  days  later  . the british broadcasting corporation  is the national broadcaster of the united kingdom, based at broadcasting house in london. it is the world's oldest national broadcaster, and the largest broadcaster in the world by number of employees, employing over 22,000 staff in total, of whom approximately 19,000 are in public-sector broadcasting.the bbc is established under a royal charter and operates under its agreement with the secretary of state for digital, culture, media and sport.",O O O O O O B-CORP O O O O,O O O O O O B-CORP I-CORP O O O,O O O O O O B-CORP I-CORP O O O
27434,7001ac4e-1d3f-4179-853c-bafa33b86f35,"during  the  summer  semester  ,  he  also  taught  at  new  york  university  and  middlebury  college  . ","during  the  summer  semester  ,  he  also  taught  at  new  york  university  and  middlebury  college  . york university , also known as yorku or simply yu,  is a public research university in toronto, ontario, canada. it is canada's fourth-largest university, and it has approximately 55,700 students, 7,000 faculty and staff, and over 325,000 alumni worldwide. middlebury college is a private liberal arts college in middlebury, vermont. founded in 1800 by congregationalists, middlebury was the first operating college or university in vermont.",O O O O O O O O O B-GRP I-GRP I-GRP O B-LOC I-GRP O,O O O O O O O O O B-GRP I-GRP I-GRP O B-GRP I-GRP O,O O O O O O O O O B-GRP I-GRP I-GRP O B-GRP I-GRP O
56240,3b74170b-0555-4c04-aa77-b0ff996fdfa8,the  graduate  (  broadcasting  inflight  version  )  (  benjamin  braddock  ) ,"the  graduate  (  broadcasting  inflight  version  )  (  benjamin  braddock  ) the graduate is a 1967 american romantic comedy-drama film directed by mike nichols and written by buck henry and calder willingham, based on the 1963 novel of the same name by charles webb, who wrote it shortly after graduating from williams college. the film tells the story of 21-year-old benjamin braddock , a recent college graduate with no well-defined aim in life, who is seduced by an older married woman, mrs. robinson , but then falls for her daughter elaine .",B-CW I-CW O O O O O O B-PER I-PER O,B-CW I-CW O O O O O O O O O,B-CW I-CW O O O O O O O O O
198476,cf0e1f3b-407f-4f5a-981f-1bc30a8ebb60,worlds  largest  fiji  football  association ,"worlds  largest  fiji  football  association fiji , officially the republic of fiji, is an island country in melanesia, part of oceania in the south pacific ocean. it lies about 1,100 nautical miles  north-northeast of new zealand. the football association  is the governing body of association football in england and the crown dependencies of jersey, guernsey and the isle of man. formed in 1863, it is the oldest football association in the world and is responsible for overseeing all aspects of the amateur and professional game in its territory.",O O B-LOC I-GRP O,O O B-GRP I-GRP I-GRP,O O B-GRP I-GRP I-GRP
195482,aed6f5f5-cefa-4e05-bf84-5285125ecd80,"service  to  connemara  airport  is  provided  by  aer  arann  islands  ,  an  airline  which  also  serves  the  other  aran  islands  :  inishmaan  (  )  and  inishmore  (  )  . ","service  to  connemara  airport  is  provided  by  aer  arann  islands  ,  an  airline  which  also  serves  the  other  aran  islands  :  inishmaan  (  )  and  inishmore  (  )  . inishmaan  is the middle of the three main aran islands in galway bay, off the west coast of ireland. it is part of county galway in the province of connacht. aer arann islands  is an irish airline headquartered in inverin, county galway. they operate a three-strong fleet of britten-norman bn-2 islander aircraft to connect the aran islands with mainland county galway.",O O B-LOC I-LOC O O O B-CORP I-CORP I-CORP O O O O O O O O B-LOC I-LOC O B-LOC O O O B-LOC O O O,O O B-LOC I-LOC O O O B-CORP I-CORP I-CORP O O O O O O O O O O O B-LOC O O O B-LOC O O O,O O B-LOC I-LOC O O O B-CORP I-CORP I-CORP O O O O O O O O O O O B-LOC O O O B-LOC O O O
25321,ff2317d5-bf9c-44ce-9a59-16389ad164ad,keltia  musique  paris ,"keltia  musique  paris keltia musique is a french independent record label and distribution company specializing in celtic music. it was founded in 1978 in quimper, brittany, by hervé le meur. paris  is the capital and most populous city of france, with an estimated population of 2,165,423 residents in 2019 in an area of more than 105 km² , making it the 30th most densely populated city in the world in 2020. since the 17th century, paris has been one of the world's major centres of finance, diplomacy, commerce, fashion, gastronomy, and science.",B-CORP I-CORP B-LOC,B-CORP I-CORP O,B-CORP I-CORP O
216196,9f79a328-c1b5-448b-9ce2-30b3bc69db8a,"file  :  brodowski  józef  poniatowski  .  jpg  |  portrait  of  józef  poniatowski  ,  ca  .  1820 ","file  :  brodowski  józef  poniatowski  .  jpg  |  portrait  of  józef  poniatowski  ,  ca  .  1820 the house of poniatowski  is a prominent polish family that was part of the nobility of poland. a member of this family, stanisław poniatowski, was elected as king of poland and reigned from 1764 until his abdication in 1795. the house of poniatowski  is a prominent polish family that was part of the nobility of poland. a member of this family, stanisław poniatowski, was elected as king of poland and reigned from 1764 until his abdication in 1795.",O O O O O O O O O O B-PER O O O O O,O O O O O O O O O O B-PER I-PER O O O O,O O O O O O O O O O B-PER I-PER O O O O
190530,19887b4f-3760-40b7-b97f-5bafd75fe565,"fivethirtyeight  opined  that  the  debate  did  not  have  a  major  impact  on  either  candidate  's  favorability  ,  polling  numbers  ,  or  likelihood  of  winning  . ","fivethirtyeight  opined  that  the  debate  did  not  have  a  major  impact  on  either  candidate  's  favorability  ,  polling  numbers  ,  or  likelihood  of  winning  . fivethirtyeight, sometimes rendered as 538, is an american website that focuses on opinion poll analysis, politics, economics, and sports blogging in the united states. the website, which takes its name from the number of electors in the united states electoral college, was founded on march 7, 2008, as a polling aggregation website with a blog created by analyst nate silver.",B-CW O O O O O O O O O O O O O O O O O O O O O O O O,B-CORP O O O O O O O O O O O O O O O O O O O O O O O O,B-CORP O O O O O O O O O O O O O O O O O O O O O O O O
192279,08350aeb-41be-4053-bbae-631ea59ccf09,ghana  red  cross  society  price ,"ghana  red  cross  society  price the international red cross and red crescent movement is a humanitarian movement with approximately 97 million volunteers, members and staff worldwide. it was founded to protect human life and health, to ensure respect for all human beings, and to prevent and alleviate human suffering. ghana , officially the republic of ghana, is a country in west africa. it abuts the gulf of guinea and the atlantic ocean to the south, sharing borders with ivory coast in the west, burkina faso in the north, and togo in the east.",B-PROD I-PROD I-CORP I-GRP O,B-GRP I-GRP I-GRP I-GRP O,B-GRP I-GRP I-GRP I-GRP O
11998,4db60862-d32e-44cd-b3c2-c960e4ffe73b,a  bbc  journalist  imagined  its  origin  to  be  onomatopoeia  . ,"a  bbc  journalist  imagined  its  origin  to  be  onomatopoeia  . the british broadcasting corporation  is the national broadcaster of the united kingdom, based at broadcasting house in london. it is the world's oldest national broadcaster, and the largest broadcaster in the world by number of employees, employing over 22,000 staff in total, of whom approximately 19,000 are in public-sector broadcasting.the bbc is established under a royal charter and operates under its agreement with the secretary of state for digital, culture, media and sport.",O B-CORP O O O O O O B-CW O,O B-CORP O O O O O O O O,O B-CORP O O O O O O O O
202957,7d3bd82f-65c8-4d98-9fc1-584813ea7eac,"it  is  located  in  the  small  village  of  cetina  ,  near  the  spring  of  the  river  cetina  ,  8  km  northwest  from  the  town  of  vrlika  . ","it  is  located  in  the  small  village  of  cetina  ,  near  the  spring  of  the  river  cetina  ,  8  km  northwest  from  the  town  of  vrlika  . the points of the compass are a set of horizontal, radially arrayed compass directions  used in navigation and cartography. a compass rose is primarily composed of four cardinal directions—north, east, south, and west—each separated by 90 degrees, and secondarily divided by four ordinal  directions—northeast, southeast, southwest, and northwest—each located halfway between two cardinal directions.",O O O O O O O O B-LOC O O O O O O B-LOC I-LOC O O O O O O O O B-LOC O,O O O O O O O O B-LOC O O O O O O O B-LOC O O O O O O O O B-LOC O,O O O O O O O O B-LOC O O O O O O O B-LOC O O O O O O O O B-LOC O
138134,fec0705f-7176-4160-9300-ff94af764b60,le  voyage  en  amérique  (  dir  .  henri  lavorel  )  (  as  clotilde  fournier  ) ,"le  voyage  en  amérique  (  dir  .  henri  lavorel  )  (  as  clotilde  fournier  ) amérique is the french translation of america. it may also refer to:amériques, a composition for orchestra by edgard varèsel'amérique, a version of yellow river  by joe dassinl'amérique, a 1979 novel by jean thibaudeaul'amérique, several translations and adaptations of amerika  by franz kafkal'amérique, a sculpture by gilles guérinl'amérique, a song by france gall clotilde , also known as clothilde, clotilda, clotild, rotilde etc. , was a queen of all the franks.",B-CW I-CW I-CW I-CW O O O B-PER I-PER O O O B-PER O O,B-CW I-CW I-CW I-CW O O O B-PER I-PER O O O O O O,B-CW I-CW I-CW I-CW O O O B-PER I-PER O O O O O O
177800,8d23202a-41cc-4911-a378-2aeb30d53a95,"weather  in  dunns  bridge  fes,  morocco  fahrenheit ","weather  in  dunns  bridge  fes,  morocco  fahrenheit fez or fes  is a city in northern inland morocco and the capital of the fès-meknès administrative region. it is the second largest city in morocco, with a population of 1.11 million according to the 2014 census. morocco , officially the kingdom of morocco, is a country in the maghreb region of north africa. it overlooks the mediterranean sea to the north and the atlantic ocean to the west, and has land borders with algeria to the east, and the disputed territory of western sahara to the south.",O O B-LOC I-LOC I-LOC I-LOC B-LOC,O O B-LOC I-LOC B-LOC I-LOC O,O O B-LOC I-LOC B-LOC I-LOC O
97942,9a01f4c8-03b1-4527-a269-037803af1b29,orupgaard  is  a  manor  house  located  east  of  nykøbing  falster  and  north  of  idestrup  on  the  denmark  island  of  falster  . ,"orupgaard  is  a  manor  house  located  east  of  nykøbing  falster  and  north  of  idestrup  on  the  denmark  island  of  falster  . denmark  is a nordic country in northern europe. it is the most populous and politically central constituent of the kingdom of denmark, a constitutionally unitary state that includes the autonomous territories of the faroe islands and greenland in the north atlantic ocean. idestrup is a town some 7 kilometres  southeast of nykøbing falster on the danish island of falster. as of 2022, it has a population of 1,153.",O O O B-LOC O O O O B-LOC I-LOC O O O B-LOC O O B-LOC O O B-LOC O,O O O B-LOC I-LOC O O O B-LOC I-LOC O O O B-LOC O O B-LOC O O B-LOC O,O O O B-LOC I-LOC O O O B-LOC I-LOC O O O B-LOC O O B-LOC O O B-LOC O
22979,af52c059-310b-45cc-af55-af073c14eed6,renault  4cv  doneness ,"renault  4cv  doneness groupe renault  is a french multinational automobile manufacturer established in 1899. the company produces a range of cars and vans, and in the past has manufactured trucks, tractors, tanks, buses/coaches, aircraft and aircraft engines, and autorail vehicles. the renault 4cv  is a rear-engined, rear-wheel-drive, 4-door economy supermini manufactured and marketed by the french manufacturer renault from august 1947 through july 1961. it was the first french car to sell over a million units, and was superseded by the dauphine.",B-PROD I-PROD I-PROD,B-PROD I-PROD O,B-PROD I-PROD O
